,,,,,,,,,,,,MaxLv_preAdjust,,,MaxLv120minConversion,
STATE,DATE,TIME,JDM CODE,PANEL-ID,SERIAL,LINE,POWER ON TIME(min),ETI(h),Integlated AgingTime(min),InternalTemp,Calc EnvTemp,u',v',Lv,u',v',Lv
OK,20201020,180856,NX,YDAS011DNS0101,20933,S3,4,0,4,230,226.136149278459,0.191384369165111,0.448169511869832,597.4,0.192981266370405,0.44178676532312,508.096532198244
OK,20201020,181027,NX,YDAS011DNS0101,20934,S3,4,0,4,230,226.136149278459,0.191575186803418,0.448781060523469,594.6,0.193172084008712,0.442398313976757,505.715095488912
OK,20201020,181220,NX,YDAS011DNS0101,20935,S3,4,0,4,235,231.136149278459,0.191344116193555,0.449973615217737,596.9,0.192674733148515,0.444545496328209,519.735140732851
OK,20201020,181511,NX,YDAS011DNS0101,20936,S3,6,0,6,235,228.1512388033,0.193887257537533,0.448455271103023,602.4,0.195354746788535,0.442541976097541,518.544128507367
OK,20201020,182021,NX,YDAS011DNS0101,20937,S3,9,0,9,250,239.344074805677,0.190755389319922,0.449670196365842,593.1,0.191462899790905,0.446276898920004,543.550007500128
OK,20201020,182223,NX,YDAS011DNS0101,20938,S3,10,0,10,250,238.235676853163,0.190817345778941,0.448946026934867,579.3,0.191585877784056,0.445302473896317,528.156770110604
OK,20201020,182412,NX,YDAS011DNS0101,20939,S3,9,0,9,245,234.344074805677,0.191463081017003,0.448921901035406,601.7,0.192464791955803,0.444438397251957,536.215817768246
OK,20201020,182600,NX,YDAS011DNS0101,20940,S3,5,0,5,235,229.595852422847,0.190046066299341,0.449257273302075,607.9,0.191449361769207,0.443623851004651,525.985787910378
OK,20201020,182808,NX,YDAS011DNS0101,20941,S3,5,0,5,235,229.595852422847,0.19271051529116,0.449567510288573,608.1,0.194113810761027,0.443934087991149,526.158838013326
OK,20201020,183009,NX,YDAS011DNS0101,20942,S3,5,0,5,235,229.595852422847,0.191267769809695,0.44890150267339,590.5,0.192671065279562,0.443268080375967,510.930428953904
OK,20201020,183135,NX,YDAS011DNS0101,20943,S3,5,0,5,235,229.595852422847,0.190407024725184,0.448767041890866,604.2,0.191810320195051,0.443133619593442,522.78436100584
OK,20201020,183321,NX,YDAS011DNS0101,20944,S3,5,0,5,235,229.595852422847,0.193076548025354,0.449634324719649,614.8,0.19447984349522,0.444000902422225,531.956016462083
OK,20201020,183519,NX,YDAS011DNS0101,20945,S3,5,0,5,235,229.595852422847,0.192056690837179,0.447552735662492,603.5,0.193459986307045,0.441919313365068,522.178685645522
OK,20201020,183907,NX,YDAS011DNS0101,20946,S3,7,0,7,245,236.797474225983,0.191065338059252,0.450436367284157,598.7,0.191940363667414,0.446381253178478,539.490081570132
OK,20201020,184205,NX,YDAS011DNS0101,20947,S3,8,0,8,245,235.52990931799,0.191288096135876,0.450833647556437,611.1,0.192230051932817,0.446503323105206,547.339982066742
OK,20201020,184556,NX,YDAS011DNS0101,20948,S3,10,0,10,255,243.235676853163,0.191659007923694,0.44948955513053,603.2,0.192117107126916,0.446999812884797,566.872850627255
OK,20201020,185257,NX,YDAS011DNS0101,20949,S3,13,0,13,260,245.334699355385,0.190879950367077,0.44863509461276,578.5,0.19119327645088,0.446751846872949,552.777470895693
OK,20201020,185643,NX,YDAS011DNS0101,20950,S3,14,0,14,255,239.496458255654,0.190971956416341,0.449666998392406,587.4,0.191643679634803,0.446500972219529,541.629729547692
OK,20201020,190055,NX,YDAS011DNS0101,20951,S3,14,0,14,260,244.496458255654,0.193890946794545,0.445962556336909,592.6,0.194255737468265,0.443973402237972,563.682821976111
OK,20201020,190420,NX,YDAS011DNS0101,20952,S3,11,0,11,255,242.200592461004,0.190868219277454,0.44820460047405,590.4,0.191388417963021,0.445468268115507,551.892971226261
OK,20201020,191505,NX,YDAS011DNS0101,20953,S3,18,0,18,270,251.695254888169,0.191157887595091,0.446897288678941,585.5,0.191157887595247,0.446397288679711,580.421623349109
OK,20201020,191915,NX,YDAS011DNS0101,20954,S3,18,0,18,270,251.695254888169,0.191435265965402,0.448825963407947,600.2,0.191435265965558,0.448325963408716,594.994121834561
OK,20201020,192055,NX,YDAS011DNS0101,20955,S3,16,0,16,260,242.99196034403,0.190197437674908,0.447277208657475,580.7,0.190650658544474,0.444923424842527,547.96759736843
OK,20201020,192334,NX,YDAS011DNS0101,20956,S3,8,0,8,245,235.52990931799,0.192425895541656,0.448024852790525,597.7,0.193367851338597,0.443694528339294,535.338090789219
OK,20201020,192556,NX,YDAS011DNS0101,20957,S3,6,0,6,235,228.1512388033,0.190432755650147,0.447020370933414,588.1,0.191900244901149,0.441107075927932,506.2347310345
OK,20201020,192657,NX,YDAS011DNS0101,20958,S3,6,0,6,235,228.1512388033,0.190229709792544,0.446932669562422,602.5,0.191697199043546,0.44101937455694,518.630208209975
OK,20201020,192802,NX,YDAS011DNS0101,20959,S3,4,0,4,230,226.136149278459,0.191660700063554,0.448179046362517,619,0.193257597268849,0.441796299815806,526.467615384521
OK,20201020,192910,NX,YDAS011DNS0101,20960,S3,3,0,3,230,227.777153166741,0.190807946804268,0.449754612711306,614,0.192333545286254,0.44357910244336,525.105727861585
OK,20201020,193037,NX,YDAS011DNS0101,20961,S3,3,0,3,235,232.777153166741,0.192155960286672,0.449289894141627,607.4,0.193404408393134,0.444094917213964,532.262825363808
OK,20201020,193210,NX,YDAS011DNS0101,20962,S3,4,0,4,230,226.136149278459,0.192296636964645,0.448332854268468,623.9,0.193893534169939,0.441950107721756,530.635129625853
OK,20201020,193335,NX,YDAS011DNS0101,20963,S3,4,0,4,230,226.136149278459,0.18935047997953,0.452113478221393,608.6,0.190947377184824,0.445730731674682,517.622279035573
OK,20201020,193455,NX,YDAS011DNS0101,20964,S3,4,0,4,230,226.136149278459,0.190635863803348,0.450454892872112,609,0.192232761008642,0.444072146325401,517.962484279763
OK,20201020,193624,NX,YDAS011DNS0101,20965,S3,4,0,4,230,226.136149278459,0.191935405418552,0.451189260178024,618.4,0.193532302623846,0.444806513631313,525.957307518236
OK,20201020,193744,NX,YDAS011DNS0101,20966,S3,4,0,4,230,226.136149278459,0.191032095131374,0.450970881905303,599.2,0.192628992336668,0.444588135358592,509.6274557971
OK,20201020,193905,NX,YDAS011DNS0101,20967,S3,4,0,4,230,226.136149278459,0.190664767102118,0.45377055513969,626.4,0.192261664307412,0.447387808592979,532.761412402042
OK,20201020,194037,NX,YDAS011DNS0101,20968,S3,4,0,4,230,226.136149278459,0.189830284183015,0.450789029675456,605.6,0.191427181388309,0.444406283128744,515.070739704145
OK,20201020,194226,NX,YDAS011DNS0101,20969,S3,4,0,4,235,231.136149278459,0.191220808421483,0.445807143952169,581.6,0.192551425376442,0.440379025062641,506.413063913932
OK,20201020,194418,NX,YDAS011DNS0101,20970,S3,5,0,5,235,229.595852422847,0.190318384795738,0.447006288161852,599.5,0.191721680265605,0.441372865864428,518.717683586563
OK,20201020,194542,NX,YDAS011DNS0101,20973,S3,5,0,5,235,229.595852422847,0.192449892975287,0.449649737302977,616.2,0.193853188445154,0.444016315005554,533.167367182719
OK,20201020,194657,NX,YDAS011DNS0101,20972,S3,4,0,4,230,226.136149278459,0.191215117006632,0.447878863721687,596.5,0.192812014211927,0.441496117174975,507.331070398816
OK,20201020,194817,NX,YDAS011DNS0101,20971,S3,4,0,4,230,226.136149278459,0.191079897130184,0.448757776187368,634,0.192676794335478,0.442375029640656,539.225312041658
OK,20201020,194931,NX,YDAS011DNS0101,20974,S3,3,0,3,235,232.777153166741,0.191116515270725,0.449753236535298,628.8,0.192364963377186,0.444558259607635,551.015582134939
OK,20201020,195048,NX,YDAS011DNS0101,20975,S3,3,0,3,230,227.777153166741,0.191408701764957,0.448294042328839,595.2,0.192934300246943,0.442118532060893,509.027572024781
OK,20201020,195213,NX,YDAS011DNS0101,20976,S3,3,0,3,230,227.777153166741,0.192004598912549,0.449687417662699,625.8,0.193530197394535,0.443511907394752,535.197336312345
OK,20201020,195344,NX,YDAS011DNS0101,20977,S3,4,0,4,230,226.136149278459,0.189202494256646,0.450221529373154,609.7,0.19079939146194,0.443838782826442,518.557843457096
OK,20201020,195459,NX,YDAS011DNS0101,20978,S3,4,0,4,230,226.136149278459,0.191321970227454,0.453458772356183,611.6,0.192918867432749,0.447076025809472,520.173818367
OK,20201020,195616,NX,YDAS011DNS0101,20979,S3,4,0,4,230,226.136149278459,0.19140516230287,0.45017846143461,592.8,0.193002059508164,0.443795714887899,504.184171890055
OK,20201020,195744,NX,YDAS011DNS0101,20980,S3,4,0,4,230,226.136149278459,0.190977297086622,0.451841566793335,618.3,0.192574194291916,0.445458820246624,525.872256207188
OK,20201020,195910,NX,YDAS011DNS0101,20981,S3,4,0,4,230,226.136149278459,0.190493565078944,0.451000066339392,604.3,0.192090462284238,0.444617319792681,513.965072660527
OK,20201020,200021,NX,YDAS011DNS0101,20982,S3,4,0,4,230,226.136149278459,0.189333962200586,0.452228548327325,596.6,0.19093085940588,0.445845801780614,507.416121709863
OK,20201020,200132,NX,YDAS011DNS0101,20983,S3,3,0,3,230,227.777153166741,0.190457709753317,0.452324932689742,621.6,0.191983308235303,0.446149422421796,531.605407880719
OK,20201020,200253,NX,YDAS011DNS0101,20984,S3,3,0,3,230,227.777153166741,0.19172683393833,0.450484662331964,627.4,0.193252432420316,0.444309152064018,536.565690000584
OK,20201020,200419,NX,YDAS011DNS0101,20985,S3,3,0,3,230,227.777153166741,0.191834831616919,0.451505509157389,613.3,0.193360430098905,0.445329998889443,524.507073122981
OK,20201020,200533,NX,YDAS011DNS0101,20986,S3,4,0,4,230,226.136149278459,0.189785334471214,0.452274666841725,612.4,0.191382231676508,0.445891920295014,520.854228855381
OK,20201020,200652,NX,YDAS011DNS0101,20987,S3,3,0,3,230,227.777153166741,0.190167158308751,0.451474926253687,612.2,0.191692756790737,0.445299415985741,523.566329962317
OK,20201020,200809,NX,YDAS011DNS0101,20988,S3,3,0,3,230,227.777153166741,0.190187665804212,0.451798054563914,613.1,0.191713264286197,0.445622544295968,524.336028911951
OK,20201020,200927,NX,YDAS011DNS0101,20989,S3,3,0,3,230,227.777153166741,0.190903174488394,0.453322727601417,626.9,0.19242877297038,0.447147217333471,536.13807947301
OK,20201020,201044,NX,YDAS011DNS0101,20990,S3,3,0,3,230,227.777153166741,0.190610343668465,0.453724008771789,629.9,0.19213594215045,0.447548498503843,538.703742638457
OK,20201020,201201,NX,YDAS011DNS0101,20991,S3,3,0,3,230,227.777153166741,0.190107953114719,0.450844373685108,616.7,0.191633551596705,0.444668863417162,527.414824710488
OK,20201020,201317,NX,YDAS011DNS0101,20992,S3,3,0,3,230,227.777153166741,0.190138980807412,0.450967902051621,605.7,0.191664579289398,0.444792391783675,518.007393103847
OK,20201020,201444,NX,YDAS011DNS0101,20993,S3,4,0,4,230,226.136149278459,0.1900204049857,0.45203189405797,612.9,0.191617302190994,0.445649147511258,521.279485410619
OK,20201020,201558,NX,YDAS011DNS0101,20994,S3,3,0,3,230,227.777153166741,0.191043307086614,0.451033464566929,611,0.1925689055686,0.444857954298983,522.540064696138
OK,20201020,201715,NX,YDAS011DNS0101,20995,S3,4,0,4,230,226.136149278459,0.191332284077818,0.448021287988188,613.6,0.192929181283112,0.441638541441476,521.874844587952
OK,20201020,201836,NX,YDAS011DNS0101,20996,S3,3,0,3,230,227.777153166741,0.191036511507181,0.449410426915186,606,0.192562109989167,0.44323491664724,518.263959420392
OK,20201020,201949,NX,YDAS011DNS0101,20997,S3,3,0,3,230,227.777153166741,0.191041869522882,0.447955209347614,613.4,0.192567468004868,0.441779699079668,524.592595228496
OK,20201020,202107,NX,YDAS011DNS0101,20998,S3,3,0,3,230,227.777153166741,0.191067872042226,0.448270209574704,607.7,0.192593470524212,0.442094699306757,519.717835214146
OK,20201020,202222,NX,YDAS011DNS0101,20999,S3,3,0,3,230,227.777153166741,0.192759793506273,0.446070075375058,613.5,0.194285391988259,0.439894565107112,524.678117334011
OK,20201020,202337,NX,YDAS011DNS0101,21000,S3,3,0,3,230,227.777153166741,0.190299396279108,0.447024518460717,604.7,0.191824994761094,0.440849008192771,517.152172048698
OK,20201020,202452,NX,YDAS011DNS0101,21001,S3,3,0,3,230,227.777153166741,0.192640831515463,0.44780572308482,620.4,0.194166429997448,0.441630212816874,530.57914261454
OK,20201020,202608,NX,YDAS011DNS0101,21002,S3,3,0,3,230,227.777153166741,0.190568454237956,0.446216873009097,603.9,0.192094052719942,0.440041362741151,516.467995204579
OK,20201020,202733,NX,YDAS011DNS0101,21003,S3,3,0,3,230,227.777153166741,0.19212860853796,0.44736068225261,608.5,0.193654207019946,0.441185171984664,520.402012058265
OK,20201020,202907,NX,YDAS011DNS0101,21004,S3,4,0,4,230,226.136149278459,0.190452900322802,0.447593661351854,610.1,0.192049797528096,0.441210914805142,518.898048701286
OK,20201020,203159,NX,YDAS011DNS0101,21005,S3,5,0,5,230,224.595852422847,0.191906835641239,0.449845867788814,612.9,0.193566256257156,0.44328212168834,518.412340206082
OK,20201020,203254,NX,YDAS011DNS0101,21006,S3,5,0,5,230,224.595852422847,0.190452498818379,0.447249931590338,599.3,0.192111919434295,0.440686185489864,506.908982681522
OK,20201020,203434,NX,YDAS011DNS0101,21007,S3,5,0,5,235,229.595852422847,0.192280818499418,0.447828980202961,598.2,0.193684113969284,0.442195557905538,517.592857917401
OK,20201020,203602,NX,YDAS011DNS0101,21008,S3,5,0,5,235,229.595852422847,0.191817055613219,0.448011182910905,594.7,0.193220351083085,0.442377760613481,514.564481115812
OK,20201020,203719,NX,YDAS011DNS0101,21009,S3,4,0,4,230,226.136149278459,0.191472912377217,0.447000708013574,610.3,0.193069809582511,0.440617961466863,519.068151323382
OK,20201020,203844,NX,YDAS011DNS0101,21010,S3,4,0,4,230,226.136149278459,0.191284452053127,0.44740407785738,612.7,0.192881349258422,0.441021331310669,521.109382788524
OK,20201020,204002,NX,YDAS011DNS0101,21011,S3,4,0,4,230,226.136149278459,0.189840042186676,0.448158099590689,594.9,0.19143693939197,0.441775353043977,505.970249422054
OK,20201020,204117,NX,YDAS011DNS0101,21012,S3,3,0,3,230,227.777153166741,0.191533679946204,0.448516507847993,607.7,0.19305927842819,0.442340997580047,519.717835214146
OK,20201020,204235,NX,YDAS011DNS0101,21013,S3,3,0,3,230,227.777153166741,0.192721529400151,0.446283439176072,602.8,0.194247127882137,0.440107928908126,515.527252043915
OK,20201020,204359,NX,YDAS011DNS0101,21014,S3,3,0,3,230,227.777153166741,0.191063021392583,0.448030065251507,602.7,0.192588619874568,0.441854554983561,515.4417299384
OK,20201020,204514,NX,YDAS011DNS0101,21015,S3,3,0,3,230,227.777153166741,0.191437510291454,0.448518030627367,605.3,0.19296310877344,0.442342520359421,517.665304681788
OK,20201020,204625,NX,YDAS011DNS0101,21016,S3,3,0,3,230,227.777153166741,0.19347820832024,0.445623534530687,614.5,0.195003806802225,0.439448024262741,525.53333838916
OK,20201020,204739,NX,YDAS011DNS0101,21017,S3,3,0,3,230,227.777153166741,0.190729180502059,0.448191990968256,599.9,0.192254778984044,0.44201648070031,513.047110983982
OK,20201020,204854,NX,YDAS011DNS0101,21018,S3,3,0,3,230,227.777153166741,0.190856635596982,0.447773339251369,605.3,0.192382234078968,0.441597828983423,517.665304681788
OK,20201020,205122,NX,YDAS011DNS0101,21019,S3,4,0,4,235,231.136149278459,0.190944979435424,0.444715151715366,598.3,0.192275596390383,0.439287032825838,520.95415429798
OK,20201020,205306,NX,YDAS011DNS0101,21020,S3,5,0,5,235,229.595852422847,0.191698336705987,0.449089383544741,606.6,0.193101632175854,0.443455961247318,524.860962241216
OK,20201020,205405,NX,YDAS011DNS0101,21021,S3,5,0,5,235,229.595852422847,0.190509230578615,0.448345929872383,603.1,0.191912526048481,0.442712507574959,521.832585439627
OK,20201020,205508,NX,YDAS011DNS0101,21022,S3,3,0,3,230,227.777153166741,0.190500100421771,0.447153042779675,593.7,0.192025698903757,0.440977532511729,507.744740442057
OK,20201020,205618,NX,YDAS011DNS0101,21023,S3,3,0,3,225,222.777153166741,0.190675121223424,0.445803804550541,597.6,0.192452554714754,0.438728424148678,500.067552776197
OK,20201020,205734,NX,YDAS011DNS0101,21024,S3,3,0,3,230,227.777153166741,0.190580575504261,0.446768309640269,606.9,0.192106173986247,0.440592799372323,519.033658370026
OK,20201020,205850,NX,YDAS011DNS0101,21025,S3,3,0,3,230,227.777153166741,0.191908151090122,0.446136388288596,594.1,0.193433749572107,0.43996087802065,508.086828864117
OK,20201020,210025,NX,YDAS011DNS0101,21026,S3,4,0,4,230,226.136149278459,0.190700716136898,0.446152479835942,614,0.192297613342192,0.439769733289231,522.215049832142
OK,20201020,210225,NX,YDAS011DNS0101,21027,S3,4,0,4,235,231.136149278459,0.190751255374315,0.447947093767436,606.6,0.192081872329274,0.442518974877908,528.18116329125
OK,20201020,210404,NX,YDAS011DNS0101,21028,S3,5,0,5,235,229.595852422847,0.191300535089357,0.448987877262356,614.4,0.192703830559224,0.443354454964933,531.609916256187
OK,20201020,210521,NX,YDAS011DNS0101,21029,S3,5,0,5,230,224.595852422847,0.192407029153092,0.447348874896605,588.9,0.194066449769008,0.440785128796131,498.112297515682
OK,20201020,210634,NX,YDAS011DNS0101,21030,S3,4,0,4,230,226.136149278459,0.192071304390411,0.447807243076471,609.6,0.193668201595705,0.441424496529759,518.472792146049
OK,20201020,210749,NX,YDAS011DNS0101,21031,S3,3,0,3,230,227.777153166741,0.193088279401473,0.445621021761589,594.3,0.194613877883459,0.439445511493643,508.257873075147
OK,20201020,210900,NX,YDAS011DNS0101,21032,S3,3,0,3,230,227.777153166741,0.191997084427363,0.446380796978406,598.8,0.193522682909349,0.44020528671046,512.106367823318
OK,20201020,211040,NX,YDAS011DNS0101,21033,S3,4,0,4,230,226.136149278459,0.191483523336743,0.444832489335695,594.4,0.193080420542037,0.438449742788983,505.544992866816
OK,20201020,211144,NX,YDAS011DNS0101,21034,S3,3,0,3,230,227.777153166741,0.191754935600975,0.446964045949575,599.2,0.19328053408296,0.440788535681629,512.448456245378
OK,20201020,211254,NX,YDAS011DNS0101,21035,S3,3,0,3,230,227.777153166741,0.191462009783462,0.445289413493163,592.7,0.192987608265447,0.439113903225217,506.889519386908
OK,20201020,211411,NX,YDAS011DNS0101,21036,S3,3,0,3,230,227.777153166741,0.190691570580807,0.447700954943504,602.7,0.192217169062793,0.441525444675558,515.4417299384
OK,20201020,211522,NX,YDAS011DNS0101,21037,S3,3,0,3,225,222.777153166741,0.192805039787798,0.449552387267905,602.6,0.194582473279128,0.442477006866042,504.251518244538
OK,20201020,211637,NX,YDAS011DNS0101,21038,S3,3,0,3,225,222.777153166741,0.192780161823959,0.448054181544207,607.9,0.194557595315289,0.440978801142344,508.686521640981
OK,20201020,211748,NX,YDAS011DNS0101,21039,S3,3,0,3,225,222.777153166741,0.19122311285393,0.448565332366728,605,0.19300054634526,0.441489951964865,506.259821669342
OK,20201020,211922,NX,YDAS011DNS0101,21040,S3,4,0,4,230,226.136149278459,0.19262987012987,0.448758116883117,614.3,0.194226767335164,0.442375370336405,522.470203765285
OK,20201020,212033,NX,YDAS011DNS0101,21041,S3,3,0,3,230,227.777153166741,0.19239841451256,0.449967171655764,616.8,0.193924012994546,0.443791661387818,527.500346816003
OK,20201020,212145,NX,YDAS011DNS0101,21042,S3,3,0,3,230,227.777153166741,0.193102770198855,0.447680849494875,607.1,0.19462836868084,0.441505339226929,519.204702581056
OK,20201020,212257,NX,YDAS011DNS0101,21043,S3,3,0,3,225,222.777153166741,0.191927209053047,0.449510281230311,610.4,0.193704642544377,0.442434900828448,510.778504375151
OK,20201020,212403,NX,YDAS011DNS0101,21044,S3,3,0,3,225,222.777153166741,0.191099734173476,0.449763709756818,609.1,0.192877167664806,0.442688329354955,509.690673353383
OK,20201020,212514,NX,YDAS011DNS0101,21045,S3,3,0,3,230,227.777153166741,0.192461601130999,0.449212853137805,624.9,0.193987199612985,0.443037342869859,534.427637362711
OK,20201020,212620,NX,YDAS011DNS0101,21046,S3,3,0,3,230,227.777153166741,0.19104111609103,0.449153735905954,602.4,0.192566714573016,0.442978225638008,515.185163621855
OK,20201020,212727,NX,YDAS011DNS0101,21047,S3,3,0,3,230,227.777153166741,0.191066304375428,0.449554330988598,590.1,0.192591902857414,0.443378820720652,504.66594464352
OK,20201020,212840,NX,YDAS011DNS0101,21048,S3,3,0,3,230,227.777153166741,0.191236931751439,0.449161786175765,594.8,0.192762530233425,0.442986275907819,508.685483602721
OK,20201020,212941,NX,YDAS011DNS0101,21049,S3,3,0,3,230,227.777153166741,0.192395114356366,0.446751646448583,596.2,0.193920712838351,0.440576136180637,509.88279307993
OK,20201020,213049,NX,YDAS011DNS0101,21050,S3,3,0,3,230,227.777153166741,0.191179835888718,0.450382490437739,612.3,0.192705434370704,0.444206980169793,523.651852067832
OK,20201020,213215,NX,YDAS011DNS0101,21051,S3,3,0,3,225,222.777153166741,0.191633110373528,0.450053072296261,593.6,0.193410543864858,0.442977691894398,496.720380401523
OK,20201020,213309,NX,YDAS011DNS0101,21052,S3,3,0,3,225,222.777153166741,0.190982847899139,0.447947501396683,596.9,0.192760281390469,0.44087212099482,499.481797610629
OK,20201020,213509,NX,YDAS011DNS0101,21053,S3,4,0,4,225,221.136149278459,0.190870554346225,0.447282279579044,607.3,0.192708629537189,0.440025601296603,505.794977009812
OK,20201020,213609,NX,YDAS011DNS0101,21054,S3,3,0,3,225,222.777153166741,0.191845722674496,0.448994061123716,598.1,0.193623156165826,0.441918680721853,500.485949323031
OK,20201020,213709,NX,YDAS011DNS0101,21055,S3,3,0,3,225,222.777153166741,0.191678479112816,0.448086383723839,597.1,0.193455912604146,0.441011003321976,499.649156229363
OK,20201020,213913,NX,YDAS011DNS0101,21056,S3,3,0,3,230,227.777153166741,0.191733904165981,0.447184258191997,603.5,0.193259502647966,0.441008747924051,516.125906782519
OK,20201020,214006,NX,YDAS011DNS0101,21057,S3,3,0,3,225,222.777153166741,0.191630917824758,0.448200570268951,581.6,0.193408351316088,0.441125189867088,486.678863277503
OK,20201020,214112,NX,YDAS011DNS0101,21058,S3,3,0,3,225,222.777153166741,0.191887032118643,0.448151569639882,603.7,0.193664465609973,0.441076189238019,505.171990647574
OK,20201020,214312,NX,YDAS011DNS0101,21059,S3,3,0,3,225,222.777153166741,0.191491687619304,0.451139010587038,596.1,0.193269121110634,0.444063630185175,498.812363135694
OK,20201020,214506,NX,YDAS011DNS0101,21060,S3,3,0,3,230,227.777153166741,0.191028634631928,0.44876490106919,608.6,0.192554233113914,0.442589390801244,520.48753416378
OK,20201020,214600,NX,YDAS011DNS0101,21062,S3,3,0,3,225,222.777153166741,0.192574009031611,0.447892624184646,595.1,0.194351442522941,0.440817243782783,497.975570042026
OK,20201020,214831,NX,YDAS011DNS0101,21063,S3,3,0,3,225,222.777153166741,0.191061809774455,0.449073960203655,608.6,0.192839243265785,0.441998579801792,509.272276806548
OK,20201020,214950,NX,YDAS011DNS0101,21064,S3,3,0,3,225,222.777153166741,0.192957919273709,0.448656606551343,609.5,0.194735352765039,0.44158122614948,510.02539059085
OK,20201020,215134,NX,YDAS011DNS0101,21065,S3,3,0,3,230,227.777153166741,0.191766799093324,0.449608813278413,614.9,0.19329239757531,0.443433303010467,525.87542681122
OK,20201020,215229,NX,YDAS011DNS0101,21066,S3,3,0,3,230,227.777153166741,0.192499730891206,0.450935256564184,605.1,0.194025329373191,0.444759746296238,517.494260470758
OK,20201020,215412,NX,YDAS011DNS0101,21067,S3,4,0,4,230,226.136149278459,0.191225206509373,0.450289360439234,606.9,0.192822103714667,0.443906613892523,516.176406747764
OK,20201020,215518,NX,YDAS011DNS0101,21068,S3,4,0,4,230,226.136149278459,0.190841194968553,0.449513561320755,609.9,0.192438092173848,0.443130814774043,518.727946079191
OK,20201020,215619,NX,YDAS011DNS0101,21069,S3,3,0,3,225,222.777153166741,0.190419635787807,0.44937648456057,605.4,0.192197069279137,0.442301104158707,506.59453890681
OK,20201020,215720,NX,YDAS011DNS0101,21061,S3,3,0,3,225,222.777153166741,0.191180822728618,0.450503107428233,608.9,0.192958256219948,0.44342772702637,509.523314734649
OK,20201020,215843,NX,YDAS011DNS0101,21070,S3,3,1,63,225,222.777153166741,0.192618468519939,0.449037723837352,611.3,0.194395902011269,0.441962343435489,511.531618159453
OK,20201020,215937,NX,YDAS011DNS0101,21071,S3,3,0,3,225,222.777153166741,0.192144058573266,0.446052241021075,601.1,0.193921492064596,0.438976860619212,502.996328604036
OK,20201020,220040,NX,YDAS011DNS0101,21072,S3,3,0,3,225,222.777153166741,0.190464759389923,0.449841822343773,583,0.192242192881253,0.44276644194191,487.850373608639
OK,20201020,220240,NX,YDAS011DNS0101,21073,S3,3,0,3,225,222.777153166741,0.191155137397936,0.448899573092386,601.7,0.192932570889266,0.441824192690523,503.498404460237
OK,20201020,220335,NX,YDAS011DNS0101,21074,S3,3,0,3,225,222.777153166741,0.192269176847587,0.448603044261967,597.3,0.194046610338917,0.441527663860104,499.816514848096
OK,20201020,220437,NX,YDAS011DNS0101,21075,S3,3,0,3,225,222.777153166741,0.19139096983195,0.45103867179591,618.8,0.19316840332328,0.443963291394047,517.807566361965
OK,20201020,220540,NX,YDAS011DNS0101,21076,S3,3,0,3,225,222.777153166741,0.191885220099737,0.448665484848987,601.8,0.193662653591067,0.441590104447124,503.582083769604
OK,20201020,220641,NX,YDAS011DNS0101,21077,S3,3,0,3,225,222.777153166741,0.190801296516637,0.447396709473598,605.8,0.192578730007967,0.440321329071735,506.929256144277
OK,20201020,220754,NX,YDAS011DNS0101,21078,S3,3,0,3,230,227.777153166741,0.19280248053833,0.449242974007125,605.3,0.194328079020315,0.443067463739179,517.665304681788
OK,20201020,220859,NX,YDAS011DNS0101,21079,S3,3,0,3,230,227.777153166741,0.192148401656623,0.450189718026933,605.1,0.193674000138608,0.444014207758986,517.494260470758
OK,20201020,221107,NX,YDAS011DNS0101,21080,S3,3,0,3,225,222.777153166741,0.191285410239066,0.450809259045388,607.2,0.193062843730396,0.443733878643525,508.100766475413
OK,20201020,221201,NX,YDAS011DNS0101,21081,S3,3,0,3,225,222.777153166741,0.191665112961147,0.45006930877668,616.9,0.193442546452477,0.442993928374817,516.217659483995
OK,20201020,221305,NX,YDAS011DNS0101,21082,S3,3,0,3,225,222.777153166741,0.190869934032267,0.450063002890721,607.2,0.192647367523597,0.442987622488858,508.100766475413
OK,20201020,221406,NX,YDAS011DNS0101,21083,S3,3,0,3,225,222.777153166741,0.19185289065547,0.451086640831805,604,0.1936303241468,0.444011260429942,505.423028575674
OK,20201020,221610,NX,YDAS011DNS0101,21084,S3,3,0,3,230,227.777153166741,0.192477688777497,0.448544478501634,588.6,0.194003287259483,0.442368968233688,503.383113060797
OK,20201020,221705,NX,YDAS011DNS0101,21085,S3,3,0,3,230,227.777153166741,0.19155502911196,0.449692197327372,599,0.193080627593946,0.443516687059426,512.277412034348
OK,20201020,221806,NX,YDAS011DNS0101,21086,S3,3,0,3,230,227.777153166741,0.193398680396707,0.447112645234812,601.6,0.194924278878692,0.440937134966866,514.500986777736
OK,20201020,221908,NX,YDAS011DNS0101,21087,S3,3,0,3,230,227.777153166741,0.191373269771983,0.449124937436924,608.2,0.192898868253969,0.442949427168978,520.14544574172
OK,20201020,222132,NX,YDAS011DNS0101,21088,S3,3,0,3,230,227.777153166741,0.19176554102018,0.449193793732887,590.6,0.193291139502166,0.443018283464941,505.093555171095
OK,20201020,222245,NX,YDAS011DNS0101,21089,S3,3,0,3,225,222.777153166741,0.193987882033944,0.4476199243464,594.3,0.195765315525274,0.440544543944537,497.306135567091
